Airline,Airline ID,Takeoff Airport,Takeoff Airport ID,Destination Airport,Destination Airport ID,Codeshare,Stops,Equipment,price,time,date
3U,4608,CTU,3395,KHN,3384,,0,321,1102.86,20:11,2017-06-17
3U,4608,CTU,3395,KHN,3384,,0,321,462.51,20:31,2016-12-19
3U,4608,CTU,3395,KMG,3382,,0,320,461.09,08:36,2017-07-25
3U,4608,CTU,3395,KMG,3382,,0,320,269.17,17:58,2017-02-17
3U,4608,CTU,3395,KMG,3382,,0,320,1159.55,03:15,2016-11-17
3U,4608,CTU,3395,KMG,3382,,0,320,691.42,18:41,2017-03-02
3U,4608,CTU,3395,KMG,3382,,0,320,518.52,12:33,2017-10-10
3U,4608,CTU,3395,KOW,6379,,0,320,856.68,15:37,2016-11-26
3U,4608,CTU,3395,KOW,6379,,0,320,564.22,22:49,2017-09-27
3U,4608,CTU,3395,KOW,6379,,0,320,849.31,00:04,2017-09-09
3U,4608,CTU,3395,KOW,6379,,0,320,635.66,13:11,2017-02-27
3U,4608,CTU,3395,KOW,6379,,0,320,1141.13,14:57,2017-01-07
3U,4608,CTU,3395,KWE,3394,,0,320,292.14,22:56,2017-10-22
3U,4608,CTU,3395,KWE,3394,,0,320,614.83,03:01,2017-04-06
3U,4608,CTU,3395,KWE,3394,,0,320,916.22,20:32,2017-10-03
3U,4608,CTU,3395,KWE,3394,,0,320,933.19,12:08,2017-10-03
3U,4608,CTU,3395,KWE,3394,,0,320,342.21,14:00,2017-07-31
3U,4608,CTU,3395,LHW,6431,,0,319,400.95,21:37,2017-03-29
3U,4608,CTU,3395,LHW,6431,,0,319,408.07,08:16,2017-05-12
3U,4608,CTU,3395,LHW,6431,,0,319,602.52,11:01,2017-08-04
3U,4608,CTU,3395,LHW,6431,,0,319,810.92,22:06,2017-05-30
3U,4608,CTU,3395,LHW,6431,,0,319,1164.56,21:05,2016-11-02
3U,4608,CTU,3395,LJG,4033,,0,319,1435.34,11:47,2017-02-09
3U,4608,CTU,3395,LJG,4033,,0,319,1115.82,23:06,2017-02-12
3U,4608,CTU,3395,LJG,4033,,0,319,349.03,00:08,2017-07-15
3U,4608,CTU,3395,LJG,4033,,0,319,1336.42,04:53,2017-03-18
3U,4608,CTU,3395,LJG,4033,,0,319,782.74,19:44,2017-08-27
3U,4608,CTU,3395,LUM,6376,,0,319,272.07,21:46,2017-08-17
3U,4608,CTU,3395,LUM,6376,,0,319,888.48,05:20,2017-10-03
3U,4608,CTU,3395,LUM,6376,,0,319,580.05,00:10,2017-05-06
3U,4608,CTU,3395,LUM,6376,,0,319,1275.03,12:18,2017-06-29
3U,4608,CTU,3395,LUM,6376,,0,319,243.01,11:40,2017-02-14
3U,4608,CTU,3395,LXA,4097,,0,330 319,518.7,12:36,2016-11-09
3U,4608,CTU,3395,LXA,4097,,0,330 319,1289.12,12:34,2017-03-11
3U,4608,CTU,3395,LXA,4097,,0,330 319,920.49,06:52,2017-04-28
3U,4608,CTU,3395,LXA,4097,,0,330 319,714.71,01:04,2017-01-06
3U,4608,CTU,3395,LXA,4097,,0,330 319,876.32,03:08,2016-12-27
3U,4608,CTU,3395,LZY,6402,,0,319,1300.73,01:33,2017-06-05
3U,4608,CTU,3395,LZY,6402,,0,319,270.27,03:33,2017-01-23
3U,4608,CTU,3395,LZY,6402,,0,319,209.82,02:05,2017-03-11
3U,4608,CTU,3395,LZY,6402,,0,319,290.56,11:16,2017-07-27
3U,4608,CTU,3395,LZY,6402,,0,319,301.89,20:32,2017-04-24
3U,4608,CTU,3395,MEL,3339,,0,330,1039.78,14:12,2017-10-04
3U,4608,CTU,3395,MEL,3339,,0,330,1440.23,07:47,2016-11-08
3U,4608,CTU,3395,MEL,3339,,0,330,1201.69,22:13,2017-04-15
3U,4608,CTU,3395,MEL,3339,,0,330,572.18,04:30,2017-03-01
3U,4608,CTU,3395,MEL,3339,,0,330,1448.61,10:20,2017-06-25
3U,4608,CTU,3395,NKG,3388,,0,319 320,394.64,14:30,2017-09-08
3U,4608,CTU,3395,NKG,3388,,0,319 320,1042.21,22:01,2017-02-21
3U,4608,CTU,3395,NKG,3388,,0,319 320,1324.02,08:14,2017-05-30
3U,4608,CTU,3395,NKG,3388,,0,319 320,1321.53,01:33,2017-03-04
3U,4608,CTU,3395,NKG,3388,,0,319 320,879.32,11:47,2017-07-19
3U,4608,CTU,3395,NNG,3373,,0,319 320,1209.16,07:01,2017-06-20
3U,4608,CTU,3395,NNG,3373,,0,319 320,1391.2,19:24,2017-08-25
3U,4608,CTU,3395,NNG,3373,,0,319 320,1220.35,13:47,2016-11-03
3U,4608,CTU,3395,NNG,3373,,0,319 320,216.7,01:55,2017-03-07
3U,4608,CTU,3395,NNG,3373,,0,319 320,639.0,09:28,2017-08-18
3U,4608,CTU,3395,PEK,3364,,0,330 321 320,323.57,01:24,2017-04-24
3U,4608,CTU,3395,PEK,3364,,0,330 321 320,1387.98,14:09,2017-09-20
3U,4608,CTU,3395,PEK,3364,,0,330 321 320,701.37,23:44,2017-09-12
3U,4608,CTU,3395,PEK,3364,,0,330 321 320,214.15,03:04,2017-07-09
3U,4608,CTU,3395,PEK,3364,,0,330 321 320,857.57,15:04,2016-11-23
3U,4608,CTU,3395,PVG,3406,,0,321 330,1229.61,12:52,2017-01-19
3U,4608,CTU,3395,PVG,3406,,0,321 330,1414.51,18:09,2017-08-09
3U,4608,CTU,3395,PVG,3406,,0,321 330,652.05,08:50,2017-08-31
3U,4608,CTU,3395,PVG,3406,,0,321 330,354.55,20:43,2017-05-30
3U,4608,CTU,3395,PVG,3406,,0,321 330,1029.12,07:03,2017-07-22
3U,4608,CTU,3395,PZI,6435,,0,319,489.62,09:27,2016-11-19
3U,4608,CTU,3395,PZI,6435,,0,319,351.82,03:05,2017-06-07
3U,4608,CTU,3395,PZI,6435,,0,319,1191.31,17:50,2017-10-06
3U,4608,CTU,3395,PZI,6435,,0,319,309.98,17:02,2017-06-21
3U,4608,CTU,3395,PZI,6435,,0,319,1355.29,23:42,2017-08-12
3U,4608,CTU,3395,SHE,4144,,0,330,682.32,12:36,2017-08-31
3U,4608,CTU,3395,SHE,4144,,0,330,1077.1,08:19,2017-09-12
3U,4608,CTU,3395,SHE,4144,,0,330,216.86,06:43,2017-04-08
3U,4608,CTU,3395,SHE,4144,,0,330,1339.09,00:19,2017-01-15
3U,4608,CTU,3395,SHE,4144,,0,330,1106.55,10:34,2016-11-21
3U,4608,CTU,3395,SJW,6347,,0,320,842.37,14:35,2017-06-23
3U,4608,CTU,3395,SJW,6347,,0,320,1349.22,09:42,2017-05-26
3U,4608,CTU,3395,SJW,6347,,0,320,495.56,12:45,2017-07-02
3U,4608,CTU,3395,SJW,6347,,0,320,1156.17,04:11,2016-11-19
3U,4608,CTU,3395,SJW,6347,,0,320,644.01,15:52,2017-06-18
3U,4608,CTU,3395,SYX,4030,,0,321,519.05,11:48,2017-08-31
3U,4608,CTU,3395,SYX,4030,,0,321,338.0,10:40,2017-06-18
3U,4608,CTU,3395,SYX,4030,,0,321,1280.07,16:51,2017-05-04
3U,4608,CTU,3395,SYX,4030,,0,321,1178.72,16:28,2017-02-25
3U,4608,CTU,3395,SYX,4030,,0,321,915.11,16:59,2017-09-20
3U,4608,CTU,3395,SZX,3374,,0,320 321,1324.97,21:52,2017-07-23
3U,4608,CTU,3395,SZX,3374,,0,320 321,555.25,00:49,2017-03-31
3U,4608,CTU,3395,SZX,3374,,0,320 321,689.13,10:23,2017-07-20
3U,4608,CTU,3395,SZX,3374,,0,320 321,513.93,22:50,2017-08-31
3U,4608,CTU,3395,SZX,3374,,0,320 321,839.79,14:12,2017-04-20
3U,4608,CTU,3395,TAO,3390,,0,321,983.56,04:06,2016-12-06
3U,4608,CTU,3395,TAO,3390,,0,321,500.57,17:46,2016-12-26
3U,4608,CTU,3395,TAO,3390,,0,321,655.45,07:44,2017-06-10
3U,4608,CTU,3395,TAO,3390,,0,321,857.83,02:06,2017-08-27
3U,4608,CTU,3395,TAO,3390,,0,321,1269.02,06:01,2017-09-25
3U,4608,CTU,3395,TNA,4108,,0,321,1326.93,11:54,2016-11-10
3U,4608,CTU,3395,TNA,4108,,0,321,336.68,03:24,2017-01-04
3U,4608,CTU,3395,TNA,4108,,0,321,1433.84,17:10,2017-05-02
3U,4608,CTU,3395,TNA,4108,,0,321,1085.38,11:44,2017-04-27
3U,4608,CTU,3395,TNA,4108,,0,321,366.5,08:25,2017-07-30
3U,4608,CTU,3395,TSA,2275,,0,320,927.65,22:23,2017-01-29
3U,4608,CTU,3395,TSA,2275,,0,320,596.81,08:38,2017-06-13
3U,4608,CTU,3395,TSA,2275,,0,320,848.24,18:11,2017-05-20
3U,4608,CTU,3395,TSA,2275,,0,320,655.12,10:26,2017-04-22
3U,4608,CTU,3395,TSA,2275,,0,320,828.96,21:05,2017-01-19
3U,4608,CTU,3395,TSN,3368,,0,321,1045.72,23:33,2017-09-11
3U,4608,CTU,3395,TSN,3368,,0,321,250.05,21:12,2017-10-14
3U,4608,CTU,3395,TSN,3368,,0,321,1416.71,07:06,2017-09-21
3U,4608,CTU,3395,TSN,3368,,0,321,1192.06,06:31,2017-06-26
3U,4608,CTU,3395,TSN,3368,,0,321,1136.4,16:32,2017-10-05
3U,4608,CTU,3395,TYN,3369,,0,319,1088.98,07:26,2017-05-19
3U,4608,CTU,3395,TYN,3369,,0,319,1419.7,08:36,2016-12-06
3U,4608,CTU,3395,TYN,3369,,0,319,691.45,13:52,2017-07-05
3U,4608,CTU,3395,TYN,3369,,0,319,762.09,03:49,2017-07-28
3U,4608,CTU,3395,TYN,3369,,0,319,743.94,07:41,2017-02-04
3U,4608,CTU,3395,URC,3399,,0,319 330,1264.31,21:40,2016-12-31
3U,4608,CTU,3395,URC,3399,,0,319 330,868.19,07:28,2017-06-28
3U,4608,CTU,3395,URC,3399,,0,319 330,473.68,08:19,2017-05-26
3U,4608,CTU,3395,URC,3399,,0,319 330,1214.26,07:58,2017-05-26
3U,4608,CTU,3395,URC,3399,,0,319 330,792.69,12:12,2017-01-08
3U,4608,CTU,3395,WNZ,6392,,0,320,202.51,00:41,2017-02-24
3U,4608,CTU,3395,WNZ,6392,,0,320,696.2,16:25,2017-04-01
3U,4608,CTU,3395,WNZ,6392,,0,320,1081.94,15:03,2017-04-20
3U,4608,CTU,3395,WNZ,6392,,0,320,1299.43,05:48,2017-06-15
3U,4608,CTU,3395,WNZ,6392,,0,320,1086.01,02:59,2017-10-22
3U,4608,CTU,3395,WUH,3376,,0,319,524.34,12:50,2016-12-01
3U,4608,CTU,3395,WUH,3376,,0,319,1230.55,08:49,2017-05-18
3U,4608,CTU,3395,WUH,3376,,0,319,1297.36,02:18,2017-07-15
3U,4608,CTU,3395,WUH,3376,,0,319,830.45,06:07,2016-11-01
3U,4608,CTU,3395,WUH,3376,,0,319,351.9,01:13,2017-02-14
3U,4608,CTU,3395,WUX,6390,,0,320,1090.17,20:13,2016-12-01
3U,4608,CTU,3395,WUX,6390,,0,320,347.91,22:29,2016-11-01
3U,4608,CTU,3395,WUX,6390,,0,320,683.5,02:48,2017-02-13
3U,4608,CTU,3395,WUX,6390,,0,320,1244.31,22:43,2017-06-02
3U,4608,CTU,3395,WUX,6390,,0,320,1320.55,21:43,2017-09-10
3U,4608,CTU,3395,WXN,6403,,0,319,692.48,13:29,2017-02-28
3U,4608,CTU,3395,WXN,6403,,0,319,575.82,20:08,2017-03-22
3U,4608,CTU,3395,WXN,6403,,0,319,345.07,13:31,2016-12-30
3U,4608,CTU,3395,WXN,6403,,0,319,1346.77,15:06,2017-07-20
3U,4608,CTU,3395,WXN,6403,,0,319,871.99,20:29,2017-01-08
3U,4608,CTU,3395,XIC,3396,,0,320,1086.13,08:02,2017-10-22
3U,4608,CTU,3395,XIC,3396,,0,320,982.64,21:29,2016-11-18
3U,4608,CTU,3395,XIC,3396,,0,320,1159.39,05:18,2017-10-13
3U,4608,CTU,3395,XIC,3396,,0,320,1208.82,02:28,2016-11-23
3U,4608,CTU,3395,XIC,3396,,0,320,1481.56,01:09,2017-04-21
3U,4608,CTU,3395,XIY,3379,,0,320 319,988.45,14:10,2017-07-31
3U,4608,CTU,3395,XIY,3379,,0,320 319,1064.03,11:23,2016-12-19
3U,4608,CTU,3395,XIY,3379,,0,320 319,730.76,07:02,2017-01-12
3U,4608,CTU,3395,XIY,3379,,0,320 319,1156.55,14:24,2016-11-14
3U,4608,CTU,3395,XIY,3379,,0,320 319,1347.47,08:11,2017-07-23
3U,4608,CTU,3395,XMN,3383,,0,320,1075.64,16:18,2017-02-06
3U,4608,CTU,3395,XMN,3383,,0,320,1134.17,01:36,2017-06-11
3U,4608,CTU,3395,XMN,3383,,0,320,1057.63,05:55,2017-07-25
3U,4608,CTU,3395,XMN,3383,,0,320,1065.9,14:26,2017-06-30
3U,4608,CTU,3395,XMN,3383,,0,320,1288.82,09:53,2017-04-10
3U,4608,CTU,3395,XNN,6366,,0,320,607.1,06:02,2017-01-23
3U,4608,CTU,3395,XNN,6366,,0,320,1461.03,10:33,2017-10-04
3U,4608,CTU,3395,XNN,6366,,0,320,1253.68,04:25,2017-01-10
3U,4608,CTU,3395,XNN,6366,,0,320,659.98,03:42,2016-11-28
3U,4608,CTU,3395,XNN,6366,,0,320,642.22,10:37,2016-12-23
3U,4608,CTU,3395,XUZ,4149,,0,320,831.29,06:14,2017-07-17
3U,4608,CTU,3395,XUZ,4149,,0,320,1100.26,09:10,2017-05-24
3U,4608,CTU,3395,XUZ,4149,,0,320,1155.06,15:19,2017-09-15
3U,4608,CTU,3395,XUZ,4149,,0,320,481.63,09:07,2017-01-22
3U,4608,CTU,3395,XUZ,4149,,0,320,1419.54,19:11,2017-02-11
3U,4608,CTU,3395,YIH,6361,,0,320,745.78,20:09,2017-04-11
3U,4608,CTU,3395,YIH,6361,,0,320,1141.36,03:35,2017-07-08
3U,4608,CTU,3395,YIH,6361,,0,320,294.49,13:44,2017-10-23
3U,4608,CTU,3395,YIH,6361,,0,320,1274.87,04:58,2016-11-23
3U,4608,CTU,3395,YIH,6361,,0,320,505.5,02:11,2017-07-29
3U,4608,CTU,3395,YTY,8876,,0,319,1011.2,07:52,2017-06-05
3U,4608,CTU,3395,YTY,8876,,0,319,376.83,22:36,2016-11-24
3U,4608,CTU,3395,YTY,8876,,0,319,1021.47,23:23,2017-08-02
3U,4608,CTU,3395,YTY,8876,,0,319,1487.61,04:50,2017-01-02
3U,4608,CTU,3395,YTY,8876,,0,319,850.64,10:48,2017-01-31
3U,4608,CZX,4109,CKG,3393,,0,320,321.45,14:30,2017-09-08
3U,4608,CZX,4109,CKG,3393,,0,320,645.54,18:24,2017-03-03
3U,4608,CZX,4109,CKG,3393,,0,320,298.12,08:19,2017-08-24
3U,4608,CZX,4109,CKG,3393,,0,320,314.54,22:56,2017-08-12
3U,4608,CZX,4109,CKG,3393,,0,320,201.92,05:17,2017-09-20
3U,4608,CZX,4109,HRB,3400,,0,321,1384.19,16:51,2017-09-02
3U,4608,CZX,4109,HRB,3400,,0,321,871.82,09:01,2017-05-04
3U,4608,CZX,4109,HRB,3400,,0,321,808.75,02:41,2017-07-18
3U,4608,CZX,4109,HRB,3400,,0,321,519.45,10:14,2017-10-17
3U,4608,CZX,4109,HRB,3400,,0,321,941.67,17:34,2017-03-19
3U,4608,CZX,4109,XMN,3383,,0,321,389.75,06:19,2017-04-05
3U,4608,CZX,4109,XMN,3383,,0,321,1026.71,11:49,2017-10-05
3U,4608,CZX,4109,XMN,3383,,0,321,319.92,09:14,2017-08-07
3U,4608,CZX,4109,XMN,3383,,0,321,860.55,09:39,2017-04-23
3U,4608,CZX,4109,XMN,3383,,0,321,730.23,21:18,2017-05-12
3U,4608,CZX,4109,ZUH,6355,,0,320,360.5,20:43,2017-09-17
3U,4608,CZX,4109,ZUH,6355,,0,320,1485.36,19:46,2017-08-13
3U,4608,CZX,4109,ZUH,6355,,0,320,753.23,19:00,2016-12-16
3U,4608,CZX,4109,ZUH,6355,,0,320,964.29,23:31,2017-08-24
3U,4608,CZX,4109,ZUH,6355,,0,320,363.11,13:56,2017-04-29
3U,4608,DAT,6344,TYN,3369,,0,319,1209.87,07:54,2017-01-17
3U,4608,DAT,6344,TYN,3369,,0,319,352.86,07:21,2017-03-04
3U,4608,DAT,6344,TYN,3369,,0,319,1049.5,06:13,2016-11-25
3U,4608,DAT,6344,TYN,3369,,0,319,1448.75,22:34,2017-08-26
3U,4608,DAT,6344,TYN,3369,,0,319,1158.97,18:33,2017-09-15
3U,4608,DCY,9310,CTU,3395,,0,319,343.77,09:27,2017-02-14
3U,4608,DCY,9310,CTU,3395,,0,319,680.9,01:57,2017-09-03
3U,4608,DCY,9310,CTU,3395,,0,319,576.16,22:55,2017-08-17
3U,4608,DCY,9310,CTU,3395,,0,319,355.45,02:53,2017-05-19
3U,4608,DCY,9310,CTU,3395,,0,319,299.25,16:37,2017-10-20
3U,4608,DLC,3404,CKG,3393,,0,320,369.69,15:55,2017-10-21
3U,4608,DLC,3404,CKG,3393,,0,320,1003.57,15:19,2017-03-19
3U,4608,DLC,3404,CKG,3393,,0,320,722.96,04:54,2017-01-01
3U,4608,DLC,3404,CKG,3393,,0,320,785.68,14:25,2016-12-11
3U,4608,DLC,3404,CKG,3393,,0,320,670.33,02:53,2017-02-05
3U,4608,DLC,3404,HGH,3386,,0,320,412.65,16:27,2017-05-25
3U,4608,DLC,3404,HGH,3386,,0,320,1412.11,19:56,2017-06-25
3U,4608,DLC,3404,HGH,3386,,0,320,856.33,01:50,2017-01-15
3U,4608,DLC,3404,HGH,3386,,0,320,1454.88,09:18,2017-07-11
3U,4608,DLC,3404,HGH,3386,,0,320,780.66,12:48,2017-03-03
3U,4608,DLC,3404,HRB,3400,,0,320,1469.28,06:52,2017-06-16
3U,4608,DLC,3404,HRB,3400,,0,320,1313.35,07:35,2017-06-15
3U,4608,DLC,3404,HRB,3400,,0,320,995.14,07:45,2017-08-09
3U,4608,DLC,3404,HRB,3400,,0,320,826.53,00:51,2017-02-22
3U,4608,DLC,3404,HRB,3400,,0,320,329.8,12:49,2017-01-11
3U,4608,DLC,3404,TNA,4108,,0,321,1281.35,16:41,2017-04-24
3U,4608,DLC,3404,TNA,4108,,0,321,311.08,08:26,2017-01-15
3U,4608,DLC,3404,TNA,4108,,0,321,678.39,00:45,2017-08-04
3U,4608,DLC,3404,TNA,4108,,0,321,1077.61,08:49,2016-11-17
3U,4608,DLC,3404,TNA,4108,,0,321,820.0,11:08,2016-11-25
3U,4608,DLC,3404,XUZ,4149,,0,320,637.53,02:24,2016-10-29
3U,4608,DLC,3404,XUZ,4149,,0,320,1205.49,02:42,2017-07-11
3U,4608,DLC,3404,XUZ,4149,,0,320,885.62,23:11,2016-12-21
3U,4608,DLC,3404,XUZ,4149,,0,320,1175.17,08:32,2017-08-15
3U,4608,DLC,3404,XUZ,4149,,0,320,986.63,12:51,2017-01-01
3U,4608,DNH,4308,LHW,6431,,0,319,1472.88,03:22,2017-03-18
3U,4608,DNH,4308,LHW,6431,,0,319,567.64,05:36,2017-07-20
3U,4608,DNH,4308,LHW,6431,,0,319,324.17,07:27,2017-10-14
3U,4608,DNH,4308,LHW,6431,,0,319,522.91,19:26,2017-10-03
3U,4608,DNH,4308,LHW,6431,,0,319,1183.39,19:45,2017-07-13
3U,4608,DSN,6434,CTU,3395,,0,319,1332.0,11:50,2017-10-19
3U,4608,DSN,6434,CTU,3395,,0,319,527.55,09:06,2017-05-23
3U,4608,DSN,6434,CTU,3395,,0,319,828.34,04:12,2016-11-14
3U,4608,DSN,6434,CTU,3395,,0,319,344.37,00:26,2017-06-21
3U,4608,DSN,6434,CTU,3395,,0,319,1074.9,17:51,2017-03-21
3U,4608,DSN,6434,SHE,4144,,0,319,796.45,10:56,2017-06-19
3U,4608,DSN,6434,SHE,4144,,0,319,809.9,05:25,2017-07-17
3U,4608,DSN,6434,SHE,4144,,0,319,1068.14,06:01,2016-12-26
3U,4608,DSN,6434,SHE,4144,,0,319,210.92,13:45,2017-01-09
3U,4608,DSN,6434,SHE,4144,,0,319,1467.48,18:12,2017-03-30
3U,4608,DYG,6353,CKG,3393,,0,320,231.63,07:10,2017-05-16
3U,4608,DYG,6353,CKG,3393,,0,320,946.21,14:58,2017-03-09
3U,4608,DYG,6353,CKG,3393,,0,320,901.01,10:53,2017-10-02
3U,4608,DYG,6353,CKG,3393,,0,320,757.87,11:50,2017-04-09
3U,4608,DYG,6353,CKG,3393,,0,320,1133.63,05:46,2017-08-02
3U,4608,DYG,6353,NKG,3388,,0,319,522.83,01:21,2017-01-17
3U,4608,DYG,6353,NKG,3388,,0,319,699.23,23:41,2017-08-17
3U,4608,DYG,6353,NKG,3388,,0,319,1051.2,18:57,2016-12-10
3U,4608,DYG,6353,NKG,3388,,0,319,998.56,09:13,2017-01-21
3U,4608,DYG,6353,NKG,3388,,0,319,522.76,13:52,2017-07-09
3U,4608,FOC,3385,CSX,3371,,0,320,540.32,20:26,2017-02-27
3U,4608,FOC,3385,CSX,3371,,0,320,1189.56,07:13,2017-09-26
3U,4608,FOC,3385,CSX,3371,,0,320,1401.4,06:22,2017-10-02
3U,4608,FOC,3385,CSX,3371,,0,320,1442.8,21:58,2017-03-08
3U,4608,FOC,3385,CSX,3371,,0,320,1061.67,04:00,2017-09-20
3U,4608,FOC,3385,XIY,3379,,0,319,241.11,05:27,2017-03-10
3U,4608,FOC,3385,XIY,3379,,0,319,1356.68,00:47,2017-02-25
3U,4608,FOC,3385,XIY,3379,,0,319,897.48,06:24,2016-12-12
3U,4608,FOC,3385,XIY,3379,,0,319,896.76,14:13,2017-09-24
3U,4608,FOC,3385,XIY,3379,,0,319,765.72,10:19,2017-07-08
3U,4608,GXH,9311,LXA,4097,,0,319,772.44,13:55,2017-03-02
3U,4608,GXH,9311,LXA,4097,,0,319,652.9,14:25,2017-07-11
3U,4608,GXH,9311,LXA,4097,,0,319,1335.13,08:22,2017-01-24
3U,4608,GXH,9311,LXA,4097,,0,319,311.31,05:14,2017-10-12
3U,4608,GXH,9311,LXA,4097,,0,319,1261.89,15:24,2017-08-06
3U,4608,GXH,9311,XIY,3379,,0,319,657.34,11:40,2017-04-15
3U,4608,GXH,9311,XIY,3379,,0,319,523.1,19:42,2017-09-30
3U,4608,GXH,9311,XIY,3379,,0,319,542.06,01:14,2017-06-06
3U,4608,GXH,9311,XIY,3379,,0,319,822.2,06:55,2016-11-16
3U,4608,GXH,9311,XIY,3379,,0,319,843.17,03:07,2017-03-13
3U,4608,HAK,4120,CKG,3393,,0,319,1376.32,12:10,2017-08-07
3U,4608,HAK,4120,CKG,3393,,0,319,881.54,06:31,2017-08-07
3U,4608,HAK,4120,CKG,3393,,0,319,1417.77,07:52,2017-07-08
3U,4608,HAK,4120,CKG,3393,,0,319,1334.75,00:40,2017-04-16
3U,4608,HAK,4120,CKG,3393,,0,319,1069.25,12:30,2017-06-10
3U,4608,HAK,4120,CTU,3395,,0,321,942.28,10:19,2017-10-06
3U,4608,HAK,4120,CTU,3395,,0,321,379.64,21:27,2017-08-16
3U,4608,HAK,4120,CTU,3395,,0,321,1490.19,06:11,2017-03-27
3U,4608,HAK,4120,CTU,3395,,0,321,1069.91,01:27,2017-05-06
3U,4608,HAK,4120,CTU,3395,,0,321,947.25,23:57,2017-03-13
3U,4608,HAK,4120,HGH,3386,,0,320,1009.08,01:42,2017-03-06
3U,4608,HAK,4120,HGH,3386,,0,320,648.53,12:23,2017-02-05
3U,4608,HAK,4120,HGH,3386,,0,320,424.83,21:22,2017-10-19
3U,4608,HAK,4120,HGH,3386,,0,320,522.0,15:39,2017-06-01
3U,4608,HAK,4120,HGH,3386,,0,320,1062.43,02:13,2017-01-05
3U,4608,HAK,4120,NGB,3387,,0,321,428.84,10:35,2017-01-04
3U,4608,HAK,4120,NGB,3387,,0,321,1299.75,15:54,2017-03-13
3U,4608,HAK,4120,NGB,3387,,0,321,1298.92,13:11,2016-11-15
3U,4608,HAK,4120,NGB,3387,,0,321,857.58,06:07,2017-08-22
3U,4608,HAK,4120,NGB,3387,,0,321,1118.08,10:07,2017-05-11
3U,4608,HAK,4120,ZUH,6355,,0,320,1206.68,22:50,2017-06-23
3U,4608,HAK,4120,ZUH,6355,,0,320,473.4,19:09,2017-02-02
3U,4608,HAK,4120,ZUH,6355,,0,320,1165.04,10:24,2017-06-13
3U,4608,HAK,4120,ZUH,6355,,0,320,1242.63,05:54,2017-05-12
3U,4608,HAK,4120,ZUH,6355,,0,320,550.84,14:17,2017-06-16
3U,4608,HDG,8407,CTU,3395,,0,319,834.42,02:19,2017-01-04
3U,4608,HDG,8407,CTU,3395,,0,319,1194.65,22:28,2017-02-08
3U,4608,HDG,8407,CTU,3395,,0,319,1087.63,20:23,2017-09-18
3U,4608,HDG,8407,CTU,3395,,0,319,1200.67,15:32,2017-01-12
3U,4608,HDG,8407,CTU,3395,,0,319,567.94,00:56,2017-04-19
3U,4608,HET,6345,CTU,3395,,0,320,1037.82,03:44,2017-10-15
3U,4608,HET,6345,CTU,3395,,0,320,534.96,09:22,2017-01-21
3U,4608,HET,6345,CTU,3395,,0,320,1301.07,12:54,2017-01-29
3U,4608,HET,6345,CTU,3395,,0,320,1439.17,20:33,2017-03-19
3U,4608,HET,6345,CTU,3395,,0,320,518.54,21:39,2016-12-15
3U,4608,HFE,3389,CTU,3395,,0,321,888.41,08:56,2017-09-28
3U,4608,HFE,3389,CTU,3395,,0,321,542.69,16:24,2017-10-04
3U,4608,HFE,3389,CTU,3395,,0,321,1159.92,06:29,2016-12-13
3U,4608,HFE,3389,CTU,3395,,0,321,1165.43,15:06,2017-07-04
3U,4608,HFE,3389,CTU,3395,,0,321,416.3,19:49,2017-08-07
3U,4608,HGH,3386,CGO,3375,,0,320,780.01,10:21,2017-08-22
3U,4608,HGH,3386,CGO,3375,,0,320,263.42,04:49,2017-09-18
3U,4608,HGH,3386,CGO,3375,,0,320,287.91,02:00,2017-05-07
3U,4608,HGH,3386,CGO,3375,,0,320,262.31,01:12,2016-11-11
3U,4608,HGH,3386,CGO,3375,,0,320,412.55,08:47,2016-11-17
3U,4608,HGH,3386,CKG,3393,,0,320 319,307.76,06:01,2017-01-10
3U,4608,HGH,3386,CKG,3393,,0,320 319,1416.23,09:48,2017-10-14
3U,4608,HGH,3386,CKG,3393,,0,320 319,755.49,05:24,2017-04-17
3U,4608,HGH,3386,CKG,3393,,0,320 319,438.28,18:35,2017-07-21
3U,4608,HGH,3386,CKG,3393,,0,320 319,1374.26,21:36,2016-10-28
3U,4608,HGH,3386,CTU,3395,,0,319 320,539.44,05:23,2017-05-20
3U,4608,HGH,3386,CTU,3395,,0,319 320,1100.64,08:14,2017-05-14
3U,4608,HGH,3386,CTU,3395,,0,319 320,663.55,06:29,2017-06-28
3U,4608,HGH,3386,CTU,3395,,0,319 320,622.75,05:07,2017-05-24
3U,4608,HGH,3386,CTU,3395,,0,319 320,1342.88,08:50,2017-09-05
3U,4608,HGH,3386,DLC,3404,,0,320,329.68,09:15,2017-09-14
3U,4608,HGH,3386,DLC,3404,,0,320,450.93,14:12,2017-05-19
3U,4608,HGH,3386,DLC,3404,,0,320,913.0,19:16,2017-03-14
3U,4608,HGH,3386,DLC,3404,,0,320,510.64,16:13,2016-12-07
3U,4608,HGH,3386,DLC,3404,,0,320,819.67,14:23,2017-05-20
3U,4608,HGH,3386,HAK,4120,,0,320,690.56,21:01,2017-09-20
3U,4608,HGH,3386,HAK,4120,,0,320,946.96,10:17,2016-12-12
3U,4608,HGH,3386,HAK,4120,,0,320,1308.83,14:22,2017-07-05
3U,4608,HGH,3386,HAK,4120,,0,320,828.21,22:25,2016-12-15
