Airport ID,Airport Name,Airport City,Airport Country
8054,Spremberg-Welzow Airport,Welzow,Germany
8055,Taichung Airport,Taichung,Taiwan
8056,Columbia County,Hudson NY,United States
8057,Sasovo,Sasovo,Russia
8058,Hong Kong Macau Ferry Terminal,Hong Kong,Hong Kong
8059,Hong Kong Macau Ferry Terminal,Hong Kong,Hong Kong
8060,Macau Taipa Ferry Terminal,Macau,Macau
8061,Macau Taipa Ferry Terminal,Macau,Macau
8062,Wheeling Ohio County Airport,Wheeling,United States
8063,Fitzgerald Municipal Airport,Fitzgerald,United States
8064,Perry-Foley Airport,Perry,United States
8065,Cairo-Grady County Airport,Cairo,United States
8066,Pacific Station,Vancouver,Canada
8067,Tamar Mepe Airport,Mestia,Georgia
8068,Samsun ,Samsun,Turkey
8069,Ye,Ye,Burma
8070,Isla San Felix,Isla San Felix,Chile
8071,Kingston Train Station,Kingston,Canada
8072,Dorval Railway Station,Dorval,Canada
8073,Brockville Megabus Stop,Brockville,Canada
8074,Brockville VIA Station,Brockville,Canada
8075,Shaybah airport,Shaybah,Saudi Arabia
8076,Dubai Al Maktoum,Dubai,United Arab Emirates
8077,Aransas County Airport,Rockport,United States
8078,Bandanaira Airport,Bandanaira-Naira Island,Indonesia
8079,Megeve Airport,Verdun,France
8080,Meribel Airport,Ajaccio,France
8081,Oldbury,Oldbury,United Kingdom
8082,Tianyang,Baise,China
8083,Okaukuejo Airport,Okaukuejo,Namibia
8084,Mokuti Lodge Airport,Mokuti Lodge,Namibia
8085,Rotenburg Wuemme Airport,Rotenburg Wuemme,Germany
8086,Wipperfuerth-Neye Airport,Wipperfuerth,Germany
8087,Osnabrueck-Atterheide Airport,Osnabrueck,Germany
8088,Ballenstedt Airport,Ballenstedt,Germany
8089,Hartenholm Airport,Hasenmoor,Germany
8090,Ganderkesee Atlas Airfield Airport,Ganderkesee,Germany
8091,Nienburg-Holzbalge Airport,Nienburg Weser,Germany
8092,Damme Airport,Damme,Germany
8093,Borkenberge Airport,Duelmen,Germany
8094,Obermehler-Schlotheim Airport,Obermehler,Germany
8095,Hodenhagen Airport,Hodenhagen,Germany
8096,Grube Airport,Grube,Germany
8097,Toender Airport,Toender,Denmark
8098,Celle-Arloh Airport,Celle,Germany
8099,Uelzen Airport,Uelzen,Germany
8100,Hamm-Lippewiesen Airport,Hamm,Germany
8101,Luesse Airport,Luesse,Germany
8102,Porta Westfalica Airport,Bad Oeynhausen,Germany
8103,Brilon Hochsauerlandkreis Airport,Brilon,Germany
8104,Hameln Pyrmont Airport,Bad Pyrmont,Germany
8105,Nordholz Spieka Airport,Cuxhaven,Germany
8106,Koethen Airport,Koethen,Germany
8107,St. Michaelisdonn Airport,Sankt Michaelisdonn,Germany
8108,Salzgitter Druette Airport,Salzgitter,Germany
8109,Karlshoefen Airport,Karlshoefen,Germany
8110,Oldenburg Hatten Airport,Oldenburg,Germany
8111,Rinteln Airport,Rinteln,Germany
8112,Muenster-Telgte Airport,Muenster,Germany
8113,St. Peter-Ording Airport,Sankt Peter-Ording,Germany
8114,Luechow-Rehbeck Airport,Luechow,Germany
8115,Klietz-Scharlibbe Airport,Scharlibbe,Germany
8116,Burg Airport,Burg,Germany
8117,Crisp County Cordele Airport,Cordele,United States
8118,Ormond Beach municipal Airport,Ormond Beach,United States
8119,Bad Neuenahr-Ahrweiler Airport,Bad Neuenahr,Germany
8120,Bad Duerkheim Airport,Bad Duerkheim,Germany
8121,Portland Troutdale,Troutdale,United States
8122,Portland Hillsboro,Hillsboro,United States
8123,One Police Plaza Heliport,New York,United States
8124,Leverkusen Airport,Leverkusen,Germany
8125,Suwannee County Airport,Live Oak,United States
8126,Wershofen Eifel,Wershofen,Germany
8127,FOB Salerno,Khost,Afghanistan
8128,TCO,Tengiz,Kazakhstan
8129,TCO,Tengiz,Kazakhstan
8130,NAYPYITAW,NAYPYITAW,Burma
8131,Nguma Island Lodge Airstrip,Etsha 13,Botswana
8132,Maramba Aerodrome,Livingstone,Zambia
8133,Bend Municipal Airport,Bend,United States
8134,Christmas Valley Airport,Christmas Valley,United States
8135,Burns Municipal Airport,Burns,United States
8136,Prineville Airport,Prineville,United States
8137,Red Bluff Municipal Airport,Red Bluff,United States
8138,Gnoss Field Airport,Novato,United States
8139,Lake County Airport,Lakeview,United States
8140,Tillamook Airport,Tillamook,United States
8141,Ontario Municipal Airport,Ontario,United States
8142,Columbia Gorge Regional - The Dalles Municipal Airport,The Dalles,United States
8143,Montgomery County Airpark,Gaithersburg,United States
8144,Cincinnati Union Terminal,Cincinnati,United States
8145,FOB Sharana,Sharan,Afghanistan
8146,Sharona,Sharona,Afghanistan
8147,Pembroke Airport,Pembroke,Canada
8148,Tsumeb Airport,Tsumeb,Namibia
8149,Suffield Heliport,Suffield,Canada
8150,Field 21,Wainwright,Canada
8151,Field 21,Wainwright,Canada
8152,Aeroporto Blumenau,BLUMENAU,Brazil
8153,Aeroclub Mures,Targu Mures,Romania
8154,Aeroclub Sibiu,Sibiu,Romania
8155,Aeroclub Sibiu,Sibiu,Romania
8156,Bolshoe Gryzlovo,Stupino,Russia
8157,Aerodrom Cioca,Timisoara,Romania
8158,Aeroclub Cioca,Timisoara,Romania
8159,Crocodile Camp Air Strip,Tsavo East,Kenya
8160,Crocodile Camp Air Strip,Tsavo East,Kenya
8161,Cleveland Clinic,Cleveland,United States
8162,Charlevoix Municipal Airport,Charelvoix,United States
8163,Quincy Municipal Airport,Quincy,United States
8164,Pferdsfeld,Pferdsfeld,Germany
8165,Mykines Heliport,Mykines,Faroe Islands
8166,V-A Waterfront,Cape Town,South Africa
8167,Steenberg Helipad,Cape Town,South Africa
8168,Steenberg Helipad,Cape Town,South Africa
8169,Moultrie Municipal Airport,Moultrie,United States
8170,Roche Harbor Seaplane Base,Roche Harbor,United States
8171,Blakely Island Airport,Blakely Island,United States
8172,Rosario Seaplane Base,Rosario,United States
8173,Westsound Seaplane Base,Westsound,United States
8174,Friday Harbor Seaplane Base,Friday Harbor,United States
8175,Big Bay Water Aerodrome,Big Bay,Canada
8176,Furnace Creek,Death Valley National Park,United States
8177,Cornwall Regional Airport,Cornwall,Canada
8178,Seppe,Bosschenhoofd,Netherlands
8179,St.Stephan,St.Stephan,Switzerland
8180,Zona da Mata Regional Airport,Juiz de Fora,Brazil
8181,Aeroclub Ghimbav,Brasov,Romania
8182,Flagler County Airport,Flagler,United States
8183,Aeroclub Deva,Deva,Romania
8184,Aeroclub Cluj,Dezmir,Romania
8185,Antarctica,Antarctica,Antarctica
8186,Antarctica,Antarctica,Antarctica
8187,Morrisville Stowe State Airport,Morrisville,United States
8188,Dallas Executive Airport,Dallas,United States
8189,Como Water AD,Como,Italy
8190,Superficie Cielo Blu,Vellezzo Bellini,Italy
8191,Welke Airport,Beaver Island,United States
8192,Krainiy,Baikonur,Kazakhstan
8193,MOW,Moscow,Russia
8194,Westerly State Airport,Washington County,United States
8195,Block Island State Airport,Block Island,United States
8196,Atmautluak Airport,Atmautluak,United States
8197,Atmautluak Airport,Atmautluak,United States
8198,Atmautluak Airport,Atmautluak,United States
8199,Nightmute Airport,Nightmute,United States
8200,Toksook Bay Airport,Toksook Bay,United States
8201,Tununak Airport,Tununak,United States
8202,Goodnews Airport,Goodnews Bay,United States
8203,Newtok Airport,Newtok,United States
8204,Achutupo Airport,Achutupo,Panama
8205,Tubuala Airport,Tubuala,Panama
8206,Garachine Airport,Garachine,Panama
8207,Mulatupo Airport,Mulatupo,Panama
8208,Ittoqqortoormiit Heliport,Ittoqqortoormiit,Greenland
8209,Vinnitsa,Vinnitsa,Ukraine
8210,Gent Sint-Pieters,Gent,Belgium
8211,Brugge,Bruges,Belgium
8212,Brugge,Bruges,Belgium
8213,Shin-yokohama-eki,Yokohama,Japan
8214,Angers St Laud,Angers,France
8215,Decatur County Industrial Air Park,Bainbridge,United States
8216,La Romaine Airport,La Romaine,Canada
8217,Kegaska Airport,Kegaska,Canada
8218,Black Tickle Airport,Black Tickle,Canada
8219,Silver Springs Airport,Silver Springs,United States
8220,Whiteman Airport,Los Angeles,United States
8221,Madera Municipal Airport,Madera,United States
8222,Mountain Home Municipal Airport,Mountain Home,United States
8223,Trail Airport,Trail,Canada
8224,Victoria Airport Water Aerodrome,Patricia Bay,Canada
8225,Arctic Bay Airport,Arctic Bay,Canada
8226,Hope Bay Aerodrome,Hope Bay,Canada
8227,Hector Silva Airstrip,Belmopan,Belize
8228,Grand-Santi Airport,Grand-Santi,French Guiana
8229,Maripasoula Airport,Maripasoula,French Guiana
8230,Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,French Guiana
8231,Cayana Airstrip,Cayana,Suriname
8232,Laduani Airstrip,Laduani,Suriname
8233,Kanas Airport,Burqin,China
8234,Capurgana Airport,Capurgana,Colombia
8235,Sohag International,Sohag,Egypt
8236,Rivera International Airport,Rivera,Uruguay
8237,Patos de Minas Airport,Patos de Minas,Brazil
8238,Bauru-Arealva,Bauru,Brazil
8239,Ourilandia do Norte Airport,Ourilandia do Norte,Brazil
8240,Redencao Airport,Redencao,Brazil
8241,Sao Felix do Xingu Airport,Sao Felix do Xingu,Brazil
8242,Bonito Airport,Bointo,Brazil
8243,Sao Felix do Araguaia Airport,Sao Felix do Araguaia,Brazil
8244,Carlos Alberto da Costa Neves Airport,Cacador,Brazil
8245,Carauari Airport,Carauari,Brazil
8246,Porto Urucu,Porto Urucu,Brazil
8247,Amaury Feitosa Tomaz Airport,Eirunepe,Brazil
8248,Concordia Airport,Concordia,Brazil
8249,Paulo Abdala Airport,Francisco Beltrao,Brazil
8250,Confresa Airport,Confresa,Brazil
8251,Jackson County Airport,Jefferson,United States
8252,Apalachicola Regional Airport,Apalachicola,United States
8253,Orlando de Carvalho Airport,Umuarama,Brazil
8254,Diamantina Airport,Diamantina,Brazil
8255,Fonte Boa Airport,Fonte Boa,Brazil
8256,Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,Brazil
8257,Humaita Airport,Humaita,Brazil
8258,Tapuruquara Airport,Santa Isabel do Rio Negro,Brazil
8259,Oriximina Airport,Oriximina,Brazil
8260,Una-Comandatuba Airport,Una,Brazil
8261,Algeciras Heliport,Algeciras,Spain
8262,Algeciras Heliport,Algeciras,Spain
8263,Kai Tak International Airport ,Hong Kong,Hong Kong
8264,Kai Tak International Airport ,Hong Kong,Hong Kong
8265,Telfer Airport,Telfer,Australia
8266,Gazipasa Airport,Alanya,Turkey
8267,FOB Shank,Shank,Afghanistan
8268,St. Augustine Airport,St. Augustine,United States
8269,Londolozi,Londolozi,South Africa
8270,Singita Sabi Sands,Sabi Sands,South Africa
8271,Singita Sabi Sands,Sabi Sands,South Africa
8272,Singita Sabi Sands,Sabi Sands,South Africa
8273,Douglas Municipal Airport,Douglas,United States
8274,St Lucie County International Airport,Fort Pierce,United States
8275,Alexandria,Alexandria,United States
8276,Taunton Municipal Airport - King Field,Taunton,United States
8277,Plymouth Municipal Airport,Plymouth,United States
8278,Quonset State Airport,North Kingstown,United States
8279,Mansfield Municipal,Mansfield,United States
8280,Norwood Memorial Airport,Norwood,United States
8281,Barnes Municipal,Westfield,United States
8282,Windham Airport,Willimantic,United States
8283,Orange County Airport,Montgomery,United States
8284,Capital City Airport,Harrisburg,United States
8285,Marshfield Municipal Airport,Marshfield,United States
8286,Danbury Municipal Airport,Danbury,United States
8287,Boire Field Airport,Nashua,United States
8288,Lawrence Municipal Airport,Lawrence,United States
8289,Waterbury-Oxford Airport,Oxford,United States
8290,Fitchburg Municipal Airport,Fitchburg,United States
8291,Stockmar Airport,Villa Rica,United States
8292,Cartersville Airport,Cartersville,United States
8293,Centre-Piedmont-Cherokee County Regional Airport,Centre,United States
8294,Richard B Russell Airport,Rome,United States
8295,Northeast Alabama Regional Airport,Gadsden,United States
8296,Knoxville Downtown Island Airport,Knoxville,United States
8297,Barrow County Airport,Winder,United States
8298,Plantation Airpark,Sylvania,United States
8299,Dalton Municipal Airport,Dalton,United States
8300,West Georgia Regional Airport - O V Gray Field,Carrollton,United States
8301,Isbell Field Airport,Fort Payne,United States
8302,LaGrange-Callaway Airport,LaGrange,United States
8303,Baldwin County Airport,Milledgeville,United States
8304,Polk County Airport - Cornelius Moore Field,Cedartown,United States
8305,Harris County Airport,Pine Mountain,United States
8306,Atlanta Regional Airport - Falcon Field,Atlanta,United States
8307,Covington Municipal Airport,Covington,United States
8308,Lee Gilmer Memorial Airport,Gainesville,United States
8309,Cherokee County Airport,Canton,United States
8310,DeFuniak Springs Airport,DeFuniak Springs,United States
8311,Barwick Lafayette Airport,LaFayette,United States
8312,Harry Clever Field Airport,New Philadelpha,United States
8313,Darlington County Jetport,Darlington,United States
8314,Hilton Head Airport,Hilton Head Island,United States
8315,Gilmer County Airport,Ellijay,United States
8316,Elizabethton Municipal Airport,Elizabethton,United States
8317,Moton Field Municipal Airport,Tuskegee,United States
8318,Daniel Field Airport,Augusta,United States
8319,Foothills Regional Airport,Morganton,United States
8320,Pike County Airport - Hatcher Field,Pikeville,United States
8321,Mallards Landing Airport,Locust Grove,United States
8322,Toccoa RG Letourneau Field Airport,Toccoa,United States
8323,Shaftesbury-Compton Abbas Aerodrome,Shaftesbury,United Kingdom
8324,SCC4,MFO,Egypt
8325,SCC4,MFO,Egypt
8326,SCC4,MFO,Egypt
8327,SCC4,MFO,Egypt
8328,Poltava,Poltava,Ukraine
8329,Ferry Port,Calais,France
8330,Ferry Port,Dover,United Kingdom
8331,Aweil Airport,Aweil,Sudan
8332,Wau Airport,Wau,Sudan
8333,Humera Airport,Humera,Ethiopia
8334,Moyale Airport,Moyale,Kenya
8335,Zagora Airport,Zagora,Morocco
8336,Yengema Airport,Yengema,Sierra Leone
8337,Gbangbatok Airport,Gbangbatok,Sierra Leone
8338,Hong Kong China Ferry Terminal,Hong Kong,Hong Kong
8339,Tampa Executive Airport,Tampa,United States
8340,UOTT,Turukhansk,Russia
8341,Podkamennaya Tunguska,Bor,Russia
8342,Fort Worth Alliance Airport,Fort Worth,United States
8343,East Troy Municipal Airport,East Troy,United States
8344,Kolpashevo Airport,Kolpashevo,Russia
8345,Montgomery Field,San Diego,United States
8346,Gimpo International Airpot,Seoul,South Korea
8347,Ali Al Salem Air Base,Kuwait,Kuwait
8348,Renmark,Renmark,Australia
8349,Leigh Creek,Leigh Creek,Australia
8350,Warburton,Warburton Community,Australia
8351,Cunderdin,Cunderdin,Australia
8352,Rottnest Island,Rottnest Island,Australia
8353,Forrest,Forrest,Australia
8354,Ballarat,Ballarat,Australia
8355,Keewaywin,Keewaywin,Canada
8356,Marathon,Marathon,Canada
8357,Rene Fontaine,Hearst,Canada
8358,Hornepayne,Hornepayne,Canada
8359,Kirkland Lake,Kirkland Lake,Canada
8360,Manitouwadge,Manitouwadge,Canada
8361,Wawa,Wawa,Canada
8362,Manitoulin East,Manitowaning,Canada
8363,Slate Falls,Slate Falls,Canada
8364,Collingwood,Collingwood,Canada
8365,Brantford,Brantford,Canada
8366,Lawrence Municipal,Lawrence,United States
8367,Wellington Municipal,Wellington,United States
8368,Isla San Jose,Isla San Jose,Panama
8369,Griffin-Spalding County Airport,Griffin,United States
8370,Dieu Merci,Saint-Elie,French Guiana
8371,DEGRA,REMIRE-MONTJOLY,French Guiana
8372,Herapel,Morsbach,France
8373,Degrad des Cannes,REMIRE-MONTJOLY,French Guiana
8374,Elysee,Elysee,French Guiana
8375,Citron,Citron,French Guiana
8376,Yaou,Maripasoula,French Guiana
8377,Helicojyp,REMIRE-MONTJOLY,French Guiana
8378,Nicosia International Airport,Nicosia,Cyprus
8379,Pompano Beach Airpark,Pompano Beach,United States
8380,Mallacoota Airport,Mallacoota,Australia
8381,Prince Abdul Majeed Airport,Al-Ula,Saudi Arabia
8382,Pogapa Airstrip,Pogapa,Indonesia
8383,Pogapa Airstrip,Pogapa,Indonesia
8384,Greyhound Station,Washington DC,United States
8385,Roma Street Railway Station,Brisbane,Australia
8386,Roma Street Railway Station,Brisbane,Australia
8387,Rockhampton Railway Station,Rockhampton,Australia
8388,Sydney Terminal Railway Station,Sydney,Australia
8389,Melbourne Southern Cross Railway Station,Melbourne,Australia
8390,Nambour Railway Station,Nambour,Australia
8391,Bundaberg Railway Station,Bundaberg,Australia
8392,Hung Hom Railway Station,Hong Kong,Hong Kong
8393,Hong Kong Railway Station,Hong Kong,Hong Kong
8394,Shelby County Airport,Alabaster,United States
8395,Yuendumu ,Yuendumu ,Australia
8396,Gare de Strasbourg,Strasbourg,France
8397,Sky Ranch at Carefree,Carefree,United States
8398,St Peter and St Paul Fortress,St. Petersburg,Russia
8399,Guangzhou South Railway Station,Guangzhou,China
8400,Oddballs Camp Private Airstrip,Okavango Oddballs Camp,Botswana
8401,Lombok International Airport,Praya,Indonesia
8402,Marmul,Marmul,Oman
8403,One Hundred Mile House Airport,One Hundred Mile House,Canada
8404,South Cariboo Regional Airport,108 Mile Ranch,Canada
8405,Glasgow City Heliport,Glasgow,United Kingdom
8406,Yarram,Yarram,Australia
8407,Hebei Handan Airport,Handan,China
8408,Jade Mountain Helipad,Soufriere,Saint Lucia
8409,Indianapolis Metropolitan Airport,Indianapolis,United States
8410,London-Corbin Airport-MaGee Field,London,United States
8411,Camden Station,Baltimore,United States
8412,Fredericksburg Amtrak Station,Fredericksburg,United States
8413,Pamalican Airstrip,Cuyo,Philippines
8414,Warsaw Modlin,Warsaw,Poland
8415,Buffalo Bus Terminal,Buffalo,United States
8416,Twelve Apostles Heliport,Princetown,Australia
8417,Jixi Airport,Jixi,China
8418,King St Station,Seattle,United States
8419,Jungseok,Seogwipo,South Korea
8420,Berlin Brandenburg Willy Brandt,Berlin,Germany
8421,Taoyuan Station,Zhongli,Taiwan
8422,Palatka Amtrak Station,Palatka,United States
8423,Gimli Industrial Park Airport,Gimli,Canada
8424,Matheson Island Airport,Matheson Island,Canada
8425,Matheson Island Airport,Matheson Island,Canada
8426,Matheson Island Airport,Matheson Island,Canada
8427,Tura,Tura,Russia
8428,Beloyarsky,Beloyarsky,Russia
8429,Ypenburg,Ypenburg,Netherlands
8430,John H. Batten Airport,Racine,United States
8431,Taytay Sandoval,Taytay,Philippines
8432,Gera Leumnitz,Gera,Germany
8433,Gera Leumnitz,Gera,Germany
8434,Mira Flores,Mira Flores,Colombia
8435,Kasimovo,Saint-Petersburg,Russia
8436,Otaru,Otaru,Japan
8437,Noboribetsu,Noboribetsu,Japan
8438,Terlet,Arnhem,Netherlands
8439,Schaffen Diest,Schaffen,Belgium
8440,Blomberg 3GGW,Blomberg,Germany
8441,Buckeburg,Buckeburg,Germany
8442,Shigatse Peace Airport,Shigatse,China
8443,Redlands Municipal Airport,Redlands,United States
8444,Chemehuevi Valley,Chemehuevi Valley,United States
8445,Flabob Airport,Riverside,United States
8446,Tacoma Narrows Airport,Tacoma,United States
8447,Tampa North Aero Park,Tampa,United States
8448,Athuruga,Athuruga,Maldives
8449,Athuruga,Athuruga,Maldives
8450,Athuruga,Athuruga,Maldives
8451,STROE KAZERNE,STROE,Netherlands
8452,\\'t Harde,Oldebroek,Netherlands
8453,WERL KAZERNE,WERL,Germany
8454,SZEGED,SZEGED,Hungary
8455,LAKE WANNSEE,BERLIN,Germany
8456,Tenkiller Lake Airpark,COOKSON,United States
8457,HOEVENEN,HOEVENEN,Belgium
8458,GRAS,HARREVELD,Netherlands
8459,Muenster-Telgte,TELGTE,Germany
8460,Jack Edwards Airport,Gulf Shores,United States
8461,General Villamil Airport,Isabela,Ecuador
8462,Balzers Heliport,Balzers,Switzerland
8463,Vieste Heliport,Vieste,Italy
8464,Alpha,Cork,Ireland
8465,Gogld,Island of Gogland,Russia
8466,HIBER,Offshore,Mexico
8467,Punitz-Guessing,Punitz-Guessing,Austria
8468,Khmeinitskiy,Khmeinitskiy,Ukraine
8469,Hiroshima-Nishi,Hiroshima,Japan
8470,Annapolis,Annapolis,United States
8471,High River Regional Airport,High River,Canada
8472,Yalata,Yalata,Australia
8473,Hazleton Municipal,Hazleton,United States
8474,Greater Cumberland Rgnl.,Cumberland,United States
8475,Sugar Loaf Shores Airport,Key West,United States
8476,Wyndham,Wyndham,Australia
8477,Bob Quinn Lake,Bob Quinn Lake,Canada
8478,Songo Songo,Songo Songo Island,Tanzania
8479,Jongomero Camp,Ruaha National Park,Tanzania
8480,Msembe Airstrip,Msembe,Tanzania
8481,Fox Glacier Airstrip,Fox Glacier,New Zealand
8482,Grabtsevo,Kaluga,Russia
8483,Reykjahlid,Reykjahlid,Iceland
8484,Central Station,Stockholm,Sweden
8485,Central Station,Uppsala,Sweden
8486,Centraal,Rotterdam,Netherlands
8487,Holesovice,Praha,Czech Republic
8488,Hauptbahnhof,Bonn,Germany
8489,Central,Copenhagen,Denmark
8490,Hauptbahnhof,Salzburg,Austria
8491,Centraal,Antwerp,Belgium
8492,Ellisras,Lephalale,South Africa
8493,Tri-County Regional Airport,Lone Rock,United States
8494,Price County Airport,Phillips,United States
8495,Municipal,Monroe,United States
8496,Regional Airport,Joliet,United States
8497,Illinois Valley Regional,Peru,United States
8498,Dirk Hartog Island,Dirk Hartog Island,Australia
8499,Reynolds Field,Jackson,United States
8500,Flugplatz,Furstenwalde,Germany
8501,Flugplatz Finow,Eberswalde,Germany
8502,Joseph A. Hardy Airport,Connellsville,United States
8503,Bedford County,Bedford,United States
8504,Wings Field,Philadelphia,United States
8505,County,Okeechobee,United States
8506,Regional - Hendricks AAF,Sebring,United States
8507,Executive,Avon Park,United States
8508,Gilbert Airport,Winter Haven,United States
8509,Municipal Airport,Zephyrhills,United States
8510,International Airport,Ocala,United States
8511,Jesup-Wayne County Airport,Jesup,United States
8512,Madison GA Municipal Airport,Madison,United States
8513,Coweta County Airport,Newnan,United States
8514,McDuffie County Airport,Thomson,United States
8515,Municipal Airport,Aiken,United States
8516,Woodward Field,Camden,United States
8517,Municipal Airport,Lumberton,United States
8518,Ridgeland Airport,Ridgeland,United States
8519,Moore County Airport,Pinehurst-Southern Pines,United States
8520,Richmond County Airport,Rockingham,United States
8521,Bamberg County Airport,Bamberg,United States
8522,Richland Airport,Richland Center,United States
8523,Municipal Airport,Viroqua,United States
8524,Baraboo Wisconsin Dells Airport,Baraboo,United States
8525,Foster Field,Apple River,United States
8526,Regional Airport,Statesville,United States
8527,Sylvania Airport,Sturtevant,United States
8528,Municipal Airport,Burlington,United States
8529,Stroudsburg-Pocono Airport,East Stroudsburg,United States
8530,Spring Hill Airport,Sterling,United States
8531,Randall Airport,Middletown,United States
8532,William T. Piper Mem.,Lock Haven,United States
8533,Grove City Airport,Grove City,United States
8534,Lansdowne Airport,Youngstown,United States
8535,Wadsworth Municipal,Wadsworth,United States
8536,Ashland County Airport,Ashland,United States
8537,Pittsburgh-Monroeville Airport,Monroeville,United States
8538,Zelienople Municipal Airport,Zelienople,United States
8539,Somerset County Airport,Somerset,United States
8540,Youngstown Elser Metro Airport,Youngstown,United States
8541,Braceville Airport,Braceville,United States
8542,Lorain County Regional Airport,Lorain-Elyria,United States
8543,Germack Airport,Geneva,United States
8544,Burke Lakefront Airport,Cleveland,United States
8545,Chautauqua County-Dunkirk Airport,Dunkirk,United States
8546,Hamburg Inc Airport,Hamburg,United States
8547,Trenton-Robbinsville Airport,Trenton,United States
8548,South Jersey Regional Airport,Mount Holly,United States
8549,Spitfire Aerodrome,Pedricktown,United States
8550,Linden Airport,Linden,United States
8551,Morgantown Airport,Morgantown,United States
8552,Harford County Airport,Churchville,United States
8553,Tri-State Steuben County Airport,Angola,United States
8554,Plymouth Municipal Airport,Plymouth,United States
8555,Warsaw Municipal Airport,Warsaw,United States
8556,Van Wert County Airport,Van Wert,United States
8557,Port Bucyrus-Crawford County Airport,Bucyrus,United States
8558,Lake Wales Municipal Airport,Lake Wales,United States
8559,Brooks Field Airport,Marshall,United States
8560,Genesee County Airport,Batavia,United States
8561,Finger Lakes Regional Airport,Seneca Falls,United States
8562,Stormville Airport,Stormville,United States
8563,Robertson Field,Plainville,United States
8564,Williams County Airport,Bryan,United States
8565,Clearwater Air Park,Clearwater,United States
8566,South Lakeland Airport,Lakeland,United States
8567,Scatsta Airport,Scatsta,United Kingdom
8568,North Sea,Buchan Alpha,United Kingdom
8569,North Sea,Buchan Alpha,United Kingdom
8570,North Sea,Claymore,United Kingdom
8571,North Sea,FPSO Anasuria,United Kingdom
8572,North Sea,BP Bruce,United Kingdom
8573,North Sea,Buchan Alpha,United Kingdom
8574,North Sea,Buzzard,United Kingdom
8575,North Sea,Clyde,United Kingdom
8576,North Sea,Cormorant Alpha,United Kingdom
8577,North Sea,Forties Alpha,United Kingdom
8578,North Sea,Forties Charlie,United Kingdom
8579,North Sea,Fulmar,United Kingdom
8580,North Sea,Gannet Alpha,United Kingdom
8581,North Sea,Montrose Alpha,United Kingdom
8582,North Sea,Tern,United Kingdom
8583,Atlantic Ocean,FPSO Xikomba,Angola
8584,Zoo,Berlin,Germany
8585,Frankfurt Oder Hbf,Frankfurt Oder,Germany
8586,Gare de Lyon,Paris,France
8587,Gare de LEst,Paris,France
8588,All Airports,Paris,France
8589,Ostbahnhof,Berlin,Germany
8590,All Airports,London,United Kingdom
8591,All Airports,New York,United States
8592,All Airports,Chicago,United States
8593,Meigs Field,Chicago,United States
8594,All Airports,Tokyo,Japan
8595,All Airports,Beijing,China
8596,All Airports,Milan,Italy
8597,All Airports,Washington,United States
8598,All Airports,Montreal,Canada
8599,All Airports,Toronto,Canada
8600,Longhua Airport,Shanghai,China
8601,Pickens County Airport,Jasper,United States
8602,Gesundbrunnen,Berlin,Germany
8603,Saarmund Airport,Saarmund,Germany
8604,Grand Strand Airport,North Myrtle Beach,United States
8605,Sun Moon Lake Airport,Sun Moon Lake,Taiwan
8606,Lansing Municipal,Lansing,United States
8607,Bloyer Field,Tomah,United States
8608,Ramona Airport,Ramona,United States
8609,Dole-Pont Sur Yonne Airport,Pont Sur Yonne,France
8610,Dole-St Florentin Cheu Airport,St Florentin Cheu,France
8611,Guiscriff-Saulieu Liernais Airport,Saulieu,France
8612,Olten Airport,Olten,Switzerland
8613,Buochs Airport,Buochs,Switzerland
8614,Ambri Airport,Quinto,Switzerland
8615,Lodrino Airport,Lodrino,Switzerland
8616,Roudnice Airport,Roudnice nad Lebem,Czech Republic
8617,Usti Nad Labem Airport,Usti Nad Labem,Czech Republic
8618,Mauterndorf Airport,Mauterndorf,Austria
8619,Notsch Im Gailtal Airport,Notsch Im Gailtal,Austria
8620,Forchheim Airport,Karlsruhe,Germany
8621,Bergstrasse Airport,Weinheim,Germany
8622,Creil-Meaux Esbly Airport,Meaux,France
8623,Belleau Airport,Chateau-Thierry,France
8624,Branch County Memorial Airport,Coldwater,United States
8625,Wilkes-Barre Wyoming Valley Airport,Wilkes-Barre,United States
8626,Lost Nation Municipal Airport,Willoughby,United States
8627,Taoyuan Air Base,Taoyuan,Taiwan
8628,Uummannaq Heliport,Uummannaq,Greenland
8629,Civitavecchia,Civitavecchia,Italy
8630,Bayannur,Bayannur,China
8631,Capital City Airport,Frankfort,United States
8632,Lewiston Maine,Lewiston,United States
8633,Inowroclaw Inowr Airport,Inowroclaw,Poland
8634,Pruszcz Gdansk Airport,Pruszcz Gdansk,Poland
8635,Florence,Florence,United States
8636,Martin Campbell Field Airport,Copperhead,United States
8637,Sudkreuz,Berlin,Germany
8638,Naval Air Station,Glenview,United States
8639,Bloyer Field,Tomah,United States
8640,Yongning Air Base,Beijing,China
8641,Marco Islands,Marco Island Airport,United States
8642,Boipeba,Boipeba Island,Brazil
8643,Boipeba,Boipeba Island,Brazil
8644,Drummond Island Airport,Drummond Island,United States
8645,Garland Airport,Lewiston,United States
8646,Gladwin Zettel Memorial Airport,Gladwin,United States
8647,Lowell City Airport,Lowell,United States
