Route ID,Airline ID,Price,Time,Date,Num Total Seats,Num Reserved Seats,Departure Airport ID,Destination Airport ID
9351,4691,1144.21,8:00,2017-02-27,104,0,2717,2709
9352,\N,1167.82,15:54,2017-05-04,194,0,2870,2851
9353,3000,543.6,7:38,2017-02-13,115,0,3131,3093
9354,3000,474.65,23:38,2017-09-10,182,0,3093,2064
9355,3000,996.31,21:30,2017-10-11,100,0,3093,3125
9356,3000,903.7,13:24,2017-11-17,132,0,3093,3316
9357,3000,1415.11,0:56,2017-03-07,102,0,3144,3152
9358,3000,1011.56,18:50,2017-10-13,166,0,3148,3141
9359,96,670.88,16:55,2017-11-21,144,0,3941,1455
9360,96,262.1,19:33,2017-02-26,118,0,1472,4196
9361,96,1387.39,20:27,2017-11-25,183,0,1486,2948
9362,1203,497.01,21:22,2017-06-17,113,0,1412,1386
9363,1203,1266.14,13:07,2017-10-06,194,0,1524,1418
9364,24,639.87,12:02,2017-09-10,111,0,3864,3752
9365,24,1041.54,6:26,2017-06-18,192,0,3876,3729
9366,24,830.95,22:58,2017-11-24,165,0,3876,3646
9367,24,679.2,1:15,2017-06-15,147,0,3520,3613
9368,24,353.76,2:45,2017-02-11,166,0,3520,193
9369,24,296.42,20:10,2017-05-05,197,0,3670,3722
9370,24,1330.59,14:14,2017-06-23,139,0,3713,3462
9371,24,1302.93,4:43,2017-10-13,124,0,2188,507
9372,24,915.09,7:21,2017-06-28,175,0,2882,3576
9373,24,484.03,19:39,2017-10-21,159,0,3845,3520
9374,24,603.67,10:48,2017-01-09,182,0,3797,3585
9375,24,793.28,13:28,2017-10-29,132,0,3877,3876
9376,24,753.63,11:40,2017-06-27,152,0,3484,3550
9377,24,689.89,1:00,2017-11-13,115,0,3484,3830
9378,24,774.12,11:37,2017-01-30,199,0,3484,3817
9379,24,942.55,11:43,2017-02-03,166,0,502,3646
9380,24,1269.58,3:50,2017-10-10,112,0,507,636
9381,24,357.46,9:59,2017-07-31,175,0,507,467
9382,24,245.44,20:02,2017-02-21,167,0,507,340
9383,24,770.28,17:30,2017-01-05,166,0,629,507
9384,24,913.85,19:02,2017-01-19,170,0,3878,3876
9385,24,517.26,21:49,2017-02-23,189,0,3542,3876
9386,24,397.43,3:34,2017-01-27,141,0,3542,3752
9387,24,213,17:40,2016-12-26,197,0,2279,3077
9388,8359,1284.11,4:58,2017-09-04,172,0,2789,6067
9389,9818,661.72,4:39,2017-09-13,124,0,302,1080
9390,11741,1149.88,3:29,2017-06-01,178,0,1762,2899
9391,4608,994.92,17:21,2017-08-29,101,0,3400,3404
9392,4608,1490.39,13:25,2017-08-05,178,0,6431,3393
9393,4608,926.09,23:43,2017-04-27,194,0,6431,3395
9394,4608,1138.47,19:29,2017-10-23,164,0,6431,6432
9395,4608,552.48,8:55,2017-08-06,197,0,6385,3379
9396,8463,229.73,7:04,2017-02-02,122,0,3076,3069
9397,8463,503.04,12:33,2017-05-18,176,0,3074,3076
9398,3201,271.88,17:46,2017-07-02,136,0,3988,3797
9399,3201,436.77,15:08,2017-04-16,194,0,3576,1760
9400,17885,308.54,0:21,2017-09-24,144,0,1824,1786
9401,17885,803.93,18:26,2017-11-03,104,0,1824,1829
9402,17885,1194.03,13:15,2017-03-10,130,0,1826,1824
9403,17885,889.06,19:30,2016-12-28,183,0,1845,1824
9404,2548,1414.06,3:27,2017-01-04,153,0,737,344
9405,2548,951.11,17:15,2016-12-08,113,0,1739,350
9406,2548,458.27,12:44,2017-07-10,154,0,344,1200
9407,2548,485.39,22:24,2017-05-17,188,0,344,1468
9408,2548,588.7,5:24,2017-08-05,185,0,345,1359
9409,2548,1069.15,14:51,2017-08-14,200,0,352,1524
9410,2548,365.42,3:13,2017-09-02,130,0,1452,345
9411,2548,442.15,8:34,2017-05-26,100,0,1229,342
9412,2548,1312.22,12:36,2017-05-22,132,0,1520,342
9413,2548,1139.69,2:10,2017-04-01,144,0,1206,350
9414,2548,913.27,10:54,2017-11-27,162,0,350,1742
9415,2548,1343.64,7:30,2017-01-28,194,0,350,1209
9416,2548,1384.2,2:36,2017-05-08,163,0,1508,352
9417,503,608.62,9:07,2017-09-07,126,0,4371,4362
9418,18232,371.44,13:19,2017-06-25,145,0,2816,2599
9419,1623,1457.47,14:26,2017-02-09,155,0,187,132
9420,2850,583.38,2:12,2017-08-12,160,0,2997,2994
9421,2850,573.77,10:25,2017-04-14,184,0,6443,3043
9422,2850,1208.22,20:35,2017-10-30,100,0,3141,3144
9423,2850,489.99,1:33,2017-09-11,138,0,3050,3043
9424,2850,878.22,12:54,2016-12-16,147,0,3144,2997
9425,2954,1252.46,7:20,2017-02-18,121,0,1590,337
9426,1340,730.1,2:08,2017-09-11,101,0,2937,9026
9427,1340,226.44,11:25,2017-09-20,184,0,4078,2960
9428,5813,624.18,9:48,2017-09-14,123,0,3235,3236
9429,4805,800.48,6:52,2017-09-04,198,0,2962,4363
9430,2994,249.39,18:29,2017-06-24,144,0,2305,3930
9431,2354,584.5,17:41,2017-10-15,101,0,132,29
9432,16726,278,15:35,2017-04-19,169,0,3411,3420
9433,16726,563.44,3:03,2017-03-09,158,0,6722,3764
9434,1469,726.64,23:12,2016-12-07,145,0,6166,4029
9435,1469,1055.09,9:15,2017-01-01,161,0,2975,6146
9436,\N,1242.31,16:58,2017-06-09,170,0,7098,5967
9437,1472,1081.59,21:17,2017-10-20,138,0,7184,7190
9438,1472,1110.06,5:24,2017-03-10,157,0,3693,3615
9439,2942,1429.95,9:20,2017-10-24,159,0,6379,3382
9440,2942,396.24,8:50,2017-08-20,124,0,3388,3394
9441,3856,531.84,8:28,2017-02-01,178,0,6738,5457
9442,5188,1112.95,2:50,2017-05-12,188,0,2487,2509
9443,5188,414.67,2:13,2017-03-17,187,0,2490,2513
9444,32,908.86,20:32,2017-03-09,183,0,1074,1157
9445,32,650.06,20:23,2017-01-12,133,0,287,1157
9446,15999,533.33,1:56,2017-03-30,133,0,3406,3383
9447,1629,1398.79,21:53,2017-01-30,149,0,2884,2883
9448,\N,1129.21,13:01,2017-05-30,142,0,119,156
9449,\N,1227.91,9:16,2017-08-13,145,0,7029,4279
9450,\N,755.79,3:11,2017-05-04,191,0,4279,5454
9451,4691,286.77,20:48,2017-09-16,122,0,2706,2709
9452,1073,1234.11,18:09,2017-07-16,154,0,548,1735
9453,3000,811.61,22:24,2017-07-03,140,0,3105,2997
9454,3000,800.89,6:54,2017-02-13,142,0,3066,3043
9455,96,1370.77,12:48,2017-08-29,165,0,3941,340
9456,96,847.62,4:37,2016-12-07,195,0,3941,1701
9457,96,1336.43,6:33,2017-03-23,135,0,1382,1452
9458,96,558.45,22:49,2017-05-05,117,0,1452,345
9459,96,552.93,0:49,2017-11-06,162,0,4196,1472
9460,96,1306.24,2:36,2017-08-13,118,0,1229,3941
9461,96,1236.06,19:36,2017-09-07,149,0,1486,737
9462,1203,1319.59,5:46,2017-08-11,181,0,1335,1524
9463,1203,1311.23,12:05,2017-05-22,199,0,1587,1335
9464,24,1319.92,3:56,2017-11-03,144,0,4019,3484
9465,24,1248.83,17:48,2017-10-20,142,0,3448,3520
9466,24,1332.9,1:29,2017-11-08,164,0,3876,4286
9467,24,702.29,13:48,2017-10-24,200,0,3876,3849
9468,24,1169.37,4:32,2017-07-03,120,0,3876,3645
9469,24,1347.93,13:32,2017-10-17,183,0,3876,3472
9470,24,697.45,22:22,2017-03-07,167,0,3876,100
9471,24,373.82,6:51,2017-03-31,138,0,3759,3752
9472,24,962.41,5:48,2017-02-08,130,0,2897,3576
9473,24,299.64,2:09,2017-06-15,120,0,3520,3533
9474,24,872.73,4:53,2017-11-25,132,0,3520,3873
9475,24,348.63,6:01,2016-12-30,112,0,3670,1804
9476,24,1446.29,9:45,2017-08-13,149,0,3670,3775
9477,24,1198.15,3:11,2017-01-08,147,0,3670,3566
9478,24,1189.74,5:55,2017-02-12,148,0,3670,2279
9479,24,773.11,5:45,2017-05-07,162,0,2903,2890
9480,24,410.75,8:04,2017-03-02,190,0,3988,3797
9481,24,1247.96,11:15,2016-12-01,146,0,1948,3576
9482,24,481.89,14:45,2017-07-08,159,0,2264,2279
9483,24,1355.01,13:13,2017-07-08,183,0,3484,2564
9484,24,907.13,6:06,2017-08-08,155,0,3484,3576
9485,24,1347.18,16:53,2017-05-25,169,0,3484,4356
9486,24,530.97,0:46,2017-06-26,189,0,3697,3759
9487,24,859.06,12:37,2017-04-18,110,0,507,1218
9488,24,803.38,4:12,2017-11-24,101,0,507,2188
9489,24,954.95,17:42,2017-04-12,146,0,507,3714
9490,24,753.32,19:40,2017-03-20,141,0,507,1613
9491,24,387.02,5:48,2017-02-20,107,0,1881,3876
9492,24,1013.36,17:43,2017-03-12,121,0,1780,3830
9493,24,531.7,5:01,2016-12-06,158,0,3576,3550
9494,24,707.01,9:00,2017-01-27,102,0,3576,2890
9495,3652,1435.37,0:27,2017-05-28,147,0,737,729
9496,595,891.84,14:41,2017-10-22,194,0,248,273
9497,\N,861.11,15:41,2017-01-08,160,0,5496,5529
9498,\N,1496.62,8:20,2017-03-22,169,0,154,5496
9499,\N,649.79,20:23,2017-05-24,170,0,3722,3646
9500,9818,304.34,20:37,2017-04-17,125,0,502,1074
9501,3545,1467.42,8:39,2017-10-09,165,0,4029,2981
9502,4608,535.26,22:22,2017-10-12,180,0,3375,3393
9503,4608,1049.5,6:13,2017-08-01,168,0,6344,3369
9504,4608,622.75,5:07,2017-07-13,117,0,3386,3395
9505,4608,389.62,0:15,2017-06-15,174,0,3077,3395
9506,4608,1200.64,19:39,2017-05-22,109,0,4085,3395
9507,4608,809.14,12:56,2017-03-16,199,0,3388,4030
9508,4608,230.4,12:12,2017-01-16,127,0,4030,3393
9509,4608,217.93,14:14,2017-05-21,127,0,6368,3379
9510,2548,1123.66,16:51,2017-06-27,111,0,345,1452
9511,2548,466.31,7:53,2017-08-09,121,0,342,1200
9512,2548,749.08,7:56,2017-09-02,116,0,507,351
9513,2548,821.14,20:31,2017-11-29,169,0,1359,345
9514,2548,1322.13,19:41,2017-05-04,196,0,1524,345
9515,2548,1465.8,8:21,2016-12-11,171,0,1587,342
9516,2548,461.8,20:47,2017-06-23,186,0,4317,344
9517,2548,808.02,2:31,2016-12-29,133,0,350,1508
9518,2548,1089.9,13:09,2017-02-15,170,0,351,1354
9519,2548,536.09,22:04,2017-06-22,116,0,1208,344
9520,2548,631.64,3:51,2017-04-12,100,0,1208,350
9521,1173,1005.69,2:54,2017-05-17,164,0,3599,7093
9522,1173,251.73,2:45,2017-08-20,197,0,7213,7096
9523,1683,1392.89,4:01,2017-01-21,127,0,4206,3316
9524,1683,1422.3,21:58,2017-10-15,170,0,2397,6018
9525,1623,244.34,9:36,2017-02-19,165,0,196,155
9526,2850,765.05,9:54,2017-06-01,178,0,3105,3093
9527,2954,815.61,3:55,2017-08-27,132,0,1590,3973
9528,\N,744.9,12:50,2017-11-23,159,0,145,54
9529,2994,812.5,9:30,2017-05-30,176,0,3885,3930
9530,2354,657.73,15:53,2017-09-28,175,0,183,69
9531,16726,493.96,6:29,2017-03-11,192,0,7087,7199
9532,18944,1061.6,12:20,2017-07-21,194,0,2895,2897
9533,18944,1157.75,20:11,2017-02-17,137,0,2897,2899
9534,18944,1184.44,3:03,2017-05-31,170,0,2897,2868
9535,1469,1018.92,0:57,2017-10-25,100,0,4029,6114
9536,\N,1439.59,10:32,2017-06-25,197,0,7090,5967
9537,1472,1399.34,13:34,2017-08-20,138,0,3693,7177
9538,3788,1228.83,14:06,2017-09-19,137,0,1688,2990
9539,32,297.45,11:39,2017-08-07,177,0,1157,1701
9540,15999,504.22,22:05,2017-02-14,191,0,8781,3382
9541,15999,788.97,22:27,2017-06-11,174,0,3406,3316
9542,15999,885.69,3:31,2017-04-19,178,0,6347,3372
9543,15999,920.66,11:14,2017-10-14,147,0,3383,3406
9544,15999,665.19,19:31,2017-11-20,155,0,\N,3391
9545,1629,1307.03,8:30,2017-09-20,129,0,3448,3517
9546,1629,1480.58,5:02,2017-06-15,142,0,5737,3589
9547,1629,996.32,16:51,2017-06-23,167,0,2890,2903
9548,\N,1462.99,14:25,2017-03-13,104,0,178,49
9549,\N,657.69,1:23,2017-01-31,107,0,4279,8227
9550,4691,812.93,6:09,2017-10-19,132,0,2709,2719
9551,1073,479.74,14:43,2017-11-28,137,0,1735,1197
9552,3000,1217.06,13:21,2017-09-18,140,0,6173,3043
9553,3000,880.49,22:24,2017-01-03,195,0,3143,2188
9554,1780,980.33,23:11,2017-11-05,173,0,1486,1476
9555,96,776.16,12:46,2017-06-03,146,0,3941,2944
9556,96,558.55,21:03,2017-10-26,130,0,1454,3941
9557,96,1001.66,16:25,2017-10-02,102,0,1657,3941
9558,1203,605.32,9:36,2017-03-12,178,0,580,1330
9559,1203,1244.13,12:43,2017-08-21,200,0,1335,1524
9560,24,1036.39,20:12,2017-08-27,196,0,3941,507
9561,24,1287.73,21:13,2017-05-30,137,0,3690,3752
9562,24,799.67,5:44,2017-05-13,180,0,3486,3752
9563,24,1086.25,9:39,2017-10-26,147,0,3627,3670
9564,24,451.08,11:20,2017-10-12,166,0,3670,4038
9565,24,941.85,11:22,2017-06-09,177,0,3999,3361
9566,24,677.1,22:39,2017-03-03,149,0,599,3830
9567,24,1041.31,7:14,2017-09-10,185,0,2560,3876
9568,24,905.26,23:22,2017-11-20,185,0,2564,3878
9569,24,708.7,3:44,2017-11-24,120,0,421,3797
9570,24,701.97,17:55,2017-06-22,173,0,5742,3876
9571,24,703.15,21:27,2017-01-09,165,0,3550,3576
9572,24,413.42,9:13,2017-04-24,195,0,3550,3830
9573,24,876.75,22:22,2017-02-09,196,0,3797,2170
9574,24,743.66,13:31,2017-02-02,150,0,3797,1386
9575,24,392.91,21:20,2017-11-30,199,0,3797,178
9576,24,1125.84,14:13,2017-10-19,156,0,1779,3576
9577,24,391.05,17:27,2017-07-16,175,0,3877,3462
9578,24,878.19,6:46,2017-05-20,164,0,3484,3462
9579,24,1278.15,11:43,2017-03-08,165,0,3484,3784
9580,24,454.47,16:28,2017-08-15,123,0,3697,3876
9581,24,493.17,13:38,2017-06-11,191,0,3458,3520
9582,24,582.27,12:03,2017-01-30,131,0,3542,3448
9583,24,345.65,1:49,2017-07-24,165,0,3576,3570
9584,24,516.98,8:14,2017-07-04,102,0,3576,2881
9585,24,606.59,0:36,2017-11-10,199,0,3576,3678
9586,24,793.04,20:03,2017-09-23,148,0,3858,3576
9587,24,1429.84,1:59,2017-06-14,192,0,1826,3462
9588,410,1295.42,0:00,2017-02-18,102,0,2965,2990
9589,410,505.4,18:55,2017-01-15,152,0,6160,4029
9590,2750,645.99,4:38,2017-11-13,160,0,1264,1678
9591,897,374.02,15:22,2017-11-07,134,0,6019,2397
9592,897,472.3,8:15,2017-01-12,167,0,6026,2397
9593,1729,1488.11,20:35,2017-10-04,138,0,2564,6039
9594,\N,735.91,4:42,2017-03-31,162,0,1930,3533
9595,9818,1007.84,11:15,2017-04-30,132,0,1074,1335
9596,11741,794.7,2:44,2017-04-21,131,0,2877,2899
9597,11741,704.33,4:51,2017-04-29,108,0,2879,2881
9598,4608,938.42,23:05,2017-05-17,107,0,6954,3400
9599,2524,1097.82,9:12,2017-08-11,118,0,6143,6140
9600,8463,985.6,6:40,2017-04-06,189,0,3076,2194
9601,341,701.23,3:58,2017-04-14,163,0,196,100
9602,17885,232.85,11:36,2017-05-24,121,0,1852,1825
9603,17885,325.55,9:55,2017-05-30,146,0,1807,1824
9604,10758,1453.57,12:23,2017-03-14,185,0,3093,2048
9605,1401,744.49,11:25,2017-11-24,154,0,1742,1678
9606,2548,445.73,3:30,2017-10-29,176,0,344,1587
9607,2548,305,20:39,2017-09-18,111,0,1200,342
9608,2548,265.6,22:22,2017-04-22,154,0,345,338
9609,2548,808.75,22:57,2017-10-28,190,0,1486,352
9610,1173,452.8,23:43,2016-12-19,184,0,7094,7212
9611,1683,1186.64,20:34,2017-10-02,165,0,4206,2397
9612,1683,337.13,2:45,2017-09-06,126,0,4206,2404
9613,2850,689.16,18:47,2017-02-18,118,0,2997,3136
9614,2850,1151.87,1:14,2017-08-27,107,0,3093,3084
9615,2850,534.74,18:58,2017-05-19,117,0,3040,3093
9616,2850,1288.16,5:35,2017-08-29,149,0,3015,2997
9617,5813,1414.3,21:42,2016-12-01,160,0,3222,3213
9618,5813,1206.66,18:20,2017-06-08,196,0,3239,3213
9619,16726,936.11,3:58,2017-02-05,131,0,3531,3774
9620,16726,963.45,9:53,2017-04-02,143,0,3774,3599
9621,16726,653.71,8:06,2017-09-29,128,0,3774,6718
9622,16726,324.54,4:00,2017-06-16,105,0,5967,3774
9623,16726,216.63,14:14,2017-01-29,171,0,7183,7186
9624,18944,1393.21,9:59,2017-05-19,130,0,2902,2773
9625,9531,303.77,11:27,2016-12-27,152,0,2948,2979
9626,1500,206.99,22:20,2017-09-20,189,0,1869,5958
9627,1469,396.49,19:27,2017-11-14,185,0,4029,6159
9628,2942,851.32,18:43,2017-08-21,186,0,3385,3371
9629,2942,722.21,10:54,2017-01-28,109,0,4033,3388
9630,2942,1181.08,16:37,2017-04-28,194,0,3373,3382
9631,3856,336.35,4:10,2016-12-18,157,0,164,87
9632,3788,1196.52,3:01,2017-11-12,166,0,1701,5780
9633,55,803.64,14:25,2017-03-15,113,0,6729,7114
9634,15999,960.66,23:10,2017-07-09,123,0,3400,3406
9635,3976,808.89,23:22,2017-06-24,169,0,3682,4043
9636,1629,685.95,4:01,2017-02-11,124,0,4021,7071
9637,1629,337.7,9:10,2017-11-19,122,0,3448,5749
9638,4691,1145.79,11:40,2017-04-22,123,0,6052,2728
9639,1073,539.55,3:46,2017-07-26,147,0,2939,1735
9640,3000,957.4,23:53,2017-04-07,188,0,2179,3144
9641,3000,918.72,15:38,2017-07-07,200,0,3093,2994
9642,3000,922.62,22:03,2017-04-30,155,0,3141,3093
9643,3000,971,9:53,2017-03-10,166,0,3144,3316
9644,96,1052.69,12:32,2017-10-25,164,0,1459,1472
9645,96,688.68,13:59,2017-03-09,140,0,3941,3410
9646,96,1070.42,21:34,2016-12-10,173,0,3941,1657
9647,96,691.23,11:43,2017-06-21,136,0,1472,1382
9648,96,1264.48,6:27,2017-05-13,173,0,1472,1458
9649,4550,1391.33,22:59,2017-03-02,170,0,\N,2759
9650,4550,235.98,14:55,2017-07-29,187,0,2769,2759
9651,1203,1439.13,13:10,2017-05-15,121,0,1335,1563
9652,1203,327.16,23:51,2017-08-25,116,0,1418,302
9653,2538,1431.45,2:49,2017-01-02,120,0,4029,3971
9654,24,1165.98,22:16,2017-04-06,145,0,3658,3876
9655,24,852.97,4:23,2017-10-19,117,0,2874,3576
9656,24,535.77,14:15,2017-05-25,177,0,3876,3845
9657,24,1318.19,7:23,2017-09-02,185,0,3876,3570
9658,24,1177.89,19:04,2017-10-23,181,0,4388,3830
9659,24,1018.04,17:05,2017-06-05,107,0,3520,3825
9660,24,393.71,21:02,2017-03-07,158,0,3520,3806
9661,24,917.93,1:32,2017-02-10,154,0,3520,4014
9662,24,330.92,20:06,2017-04-22,128,0,3751,3577
9663,24,275.46,13:38,2017-02-18,142,0,3670,3690
9664,24,214.64,11:05,2017-08-12,152,0,3670,1825
9665,24,1388.15,2:12,2017-04-25,145,0,3670,4046
9666,24,1094.67,0:44,2017-04-20,161,0,2241,3550
9667,24,1270.06,15:21,2017-01-20,107,0,3999,3320
9668,24,1306.17,14:52,2017-07-19,118,0,3645,146
9669,24,1077.06,13:12,2017-01-03,143,0,3559,3484
9670,24,607.81,1:30,2017-02-04,193,0,4018,3670
9671,24,1174.18,17:37,2017-05-26,154,0,3687,3462
9672,24,646.85,23:53,2017-04-25,192,0,340,3752
9673,24,284.53,15:58,2017-04-21,103,0,3797,1524
9674,24,1473.82,14:50,2017-10-09,195,0,3484,3559
9675,24,220.36,20:50,2017-02-21,165,0,1229,3670
9676,410,772.28,0:39,2017-03-28,101,0,4078,2968
9677,1654,954.86,21:09,2017-01-13,100,0,2937,6924
9678,595,966.44,23:42,2017-02-13,121,0,5665,1084
9679,2916,229.99,11:51,2017-02-09,199,0,338,1678
9680,2916,677.78,19:00,2016-12-30,184,0,1612,1678
9681,\N,759.12,18:57,2017-09-17,184,0,1930,3722
9682,9818,1272.92,10:34,2017-03-11,186,0,1074,1335
9683,11741,605.52,13:21,2017-02-18,129,0,2878,2893
9684,11741,1492.67,18:24,2017-03-17,187,0,2881,6460
9685,4608,692.48,13:29,2017-08-15,145,0,3395,6403
9686,4608,283.67,22:09,2017-07-11,154,0,3382,4149
9687,4608,486.09,7:12,2017-03-13,153,0,3373,3376
9688,4608,347.5,16:07,2017-10-19,161,0,3364,3395
9689,4608,656.29,9:24,2017-07-07,117,0,4108,3379
9690,10758,809.84,6:59,2017-03-23,173,0,2050,2188
9691,2548,897.36,15:19,2016-12-09,166,0,344,3998
9692,2548,1440.43,21:03,2017-01-18,188,0,345,1587
9693,2548,1179.79,15:25,2017-08-06,149,0,345,680
9694,2548,396.5,11:37,2017-05-11,107,0,1452,344
9695,2548,486.22,4:15,2017-06-07,140,0,350,1225
9696,\N,1244.66,15:33,2017-04-14,110,0,7105,3832
9697,1683,1018.12,4:29,2016-12-15,180,0,4140,3316
9698,2850,651.9,8:50,2017-07-13,160,0,2994,3007
9699,2850,1388.62,6:28,2017-05-22,199,0,2997,2194
9700,2850,515.07,16:03,2017-11-19,165,0,6443,6173
9701,2850,396.48,5:45,2017-11-26,194,0,3112,2997
9702,4805,726.33,2:35,2017-01-04,139,0,4029,4363
9703,2354,701.15,2:21,2017-09-17,136,0,49,196
9704,2354,1288.87,16:55,2017-10-20,175,0,132,5487
9705,16726,810.54,3:29,2017-02-13,119,0,3599,5964
9706,16726,908.61,21:31,2017-05-01,170,0,3764,7111
9707,16726,630.63,2:10,2017-09-15,196,0,3764,6722
9708,16726,831.32,9:14,2017-03-20,121,0,7201,6960
9709,18944,741.57,7:49,2017-10-10,185,0,2897,2896
9710,18944,1459.87,20:42,2017-01-03,164,0,2773,2897
9711,9531,411.51,1:39,2017-07-12,184,0,2979,2191
9712,1500,1311.89,14:33,2017-11-18,190,0,1866,1865
9713,1472,201.41,15:14,2016-11-30,196,0,3615,6723
9714,2942,986.64,21:08,2017-10-23,116,0,3388,3371
9715,2942,943.42,11:15,2017-09-08,169,0,3383,3372
9716,55,556.81,4:11,2017-07-30,110,0,7107,3832
9717,15999,1085.15,18:54,2017-01-25,181,0,3382,6347
9718,15999,1137.84,13:38,2017-07-27,132,0,6347,3372
9719,3976,711.25,16:54,2017-04-01,156,0,3861,3797
9720,1629,1443.35,19:01,2017-07-25,194,0,3448,5770
9721,1629,1151.01,12:02,2017-02-09,105,0,3589,5749
9722,\N,792.82,6:33,2017-06-18,168,0,8227,\N
9723,4691,476.77,6:42,2017-04-03,117,0,2711,2729
9724,4691,1159.28,3:36,2017-01-24,144,0,2753,2729
9725,\N,497.27,13:55,2017-02-24,175,0,2849,2851
9726,3000,1285.93,1:14,2017-01-05,130,0,2179,2176
9727,3000,1006.95,15:24,2017-03-05,169,0,2997,2179
9728,3000,895.55,16:09,2017-01-22,181,0,3093,3040
9729,3000,253.24,21:17,2017-10-23,104,0,3008,3017
9730,3000,392.88,4:50,2017-05-04,170,0,3144,3146
9731,96,1474.93,10:17,2017-07-16,128,0,1665,3941
9732,96,779.44,16:50,2017-05-25,164,0,2944,3941
9733,96,205.73,17:36,2017-09-13,195,0,1464,4190
9734,96,660.1,10:56,2017-07-19,131,0,1472,2948
9735,96,981.23,8:51,2017-11-14,158,0,1486,4029
9736,1392,741.56,22:25,2017-10-24,144,0,1187,\N
9737,24,1256.65,0:55,2017-02-16,117,0,3448,3697
9738,24,1162.48,19:41,2017-09-10,162,0,3849,3876
9739,24,1098.66,16:07,2017-09-22,157,0,4015,3876
9740,24,319.15,17:22,2016-12-30,130,0,3876,1800
9741,24,1245.24,22:19,2017-07-28,191,0,3876,599
9742,24,1252.54,5:59,2017-02-13,118,0,3627,3697
9743,24,1274.69,9:20,2017-09-02,139,0,3520,3729
9744,24,600.82,15:56,2017-04-10,122,0,3520,3645
9745,24,1322.64,15:33,2017-02-13,140,0,3670,3839
9746,24,1100.26,21:54,2017-01-06,136,0,3670,3855
9747,24,1282.43,14:24,2017-09-27,105,0,3670,193
9748,24,714.96,2:11,2017-05-13,188,0,345,3793
9749,24,264.79,20:18,2017-02-23,122,0,4261,3462
9750,24,1102.35,1:07,2017-08-16,150,0,3533,3876
9751,24,851.59,7:12,2017-11-14,182,0,1738,507
9752,24,1454.33,0:30,2017-05-08,132,0,4038,3876
9753,24,1478.08,10:53,2017-02-12,148,0,3728,3748
9754,24,644.69,2:02,2017-10-29,179,0,3714,507
9755,24,1077.3,6:03,2017-09-29,133,0,3845,3697
9756,24,669.37,3:45,2017-08-01,132,0,3797,178
9757,24,1448.93,11:45,2017-03-10,135,0,3797,193
9758,24,920.16,14:37,2017-11-15,159,0,3304,3316
9759,24,241.19,7:36,2017-11-28,181,0,3484,3825
9760,24,1328.43,18:44,2017-07-25,143,0,3697,3678
9761,24,1089.29,22:54,2017-03-13,141,0,507,1187
9762,24,1473.81,18:39,2017-08-29,117,0,507,4059
9763,24,1334.55,4:29,2017-05-16,167,0,1638,3752
9764,24,258.77,22:46,2017-05-08,140,0,3576,3752
9765,24,663.1,18:21,2017-04-28,129,0,3732,3670
9766,8359,1379.5,19:19,2017-01-04,174,0,6067,2789
9767,2750,204.89,19:06,2017-09-25,116,0,4197,1678
9768,897,1180.87,1:08,2017-01-12,126,0,2425,2397
9769,897,851.78,18:37,2017-07-03,134,0,2397,2399
9770,1729,480.43,11:38,2016-12-28,156,0,2531,7373
9771,3021,1092.39,20:21,2017-10-28,128,0,3316,3077
9772,\N,645.68,4:04,2017-10-20,111,0,3878,3472
9773,11741,1457.91,17:09,2017-04-24,182,0,2893,2878
9774,4608,446.19,7:38,2017-08-27,153,0,3393,3406
9775,4608,995.14,7:45,2016-12-10,191,0,3404,3400
9776,4608,1493.08,18:25,2017-06-16,106,0,3394,6392
9777,4608,506.09,13:13,2017-06-25,200,0,4144,3371
9778,4608,891.46,6:03,2017-06-26,158,0,4110,4030
9779,341,341.09,2:14,2017-10-08,197,0,87,176
9780,17885,1488.47,21:43,2017-06-30,160,0,1824,1783
9781,10758,1144.05,19:32,2017-02-03,113,0,2053,2050
9782,2548,993.19,12:38,2017-06-12,160,0,1688,344
9783,2548,1451.13,3:09,2017-09-02,112,0,1216,345
9784,2548,1493.22,8:56,2017-05-07,108,0,1509,342
9785,2548,1148.57,19:54,2017-06-07,160,0,507,344
9786,2548,683.69,4:11,2017-05-05,172,0,1613,344
9787,2548,377,11:29,2017-06-11,173,0,1550,344
9788,2548,265.65,14:22,2017-03-27,155,0,1209,344
9789,4496,320.44,7:07,2017-05-01,184,0,5556,248
9790,1683,854.28,9:06,2017-09-28,114,0,6011,4206
9791,1683,968.31,11:45,2017-06-01,168,0,2397,6018
9792,2994,1060.48,2:36,2017-10-13,100,0,2370,6008
9793,16726,1247.64,15:35,2017-06-03,197,0,3599,7216
9794,16726,558.75,15:02,2017-04-21,166,0,7201,6960
9795,16726,1138.98,7:15,2017-06-02,171,0,5968,7209
9796,18944,1225.3,1:20,2017-07-25,170,0,2897,1779
9797,16615,1063.96,2:40,2017-06-28,195,0,1853,1819
9798,1469,716.04,0:24,2017-03-14,170,0,6156,4029
9799,1469,216.13,9:04,2017-06-17,143,0,2975,4364
9800,3534,420.44,20:47,2017-09-28,116,0,2895,3576
9801,2942,571.78,11:39,2017-07-03,132,0,3382,4030
9802,3856,572.66,7:17,2017-03-27,196,0,164,87
9803,3856,528.48,13:58,2017-07-07,184,0,7275,\N
9804,3788,1023.09,2:04,2017-01-16,167,0,1701,4315
